path,wnid,file
n02701002/ILSVRC2012_val_00041204.JPEG,n02701002,ILSVRC2012_val_00041204.JPEG
n02701002/ILSVRC2012_val_00041942.JPEG,n02701002,ILSVRC2012_val_00041942.JPEG
n02701002/ILSVRC2012_val_00042503.JPEG,n02701002,ILSVRC2012_val_00042503.JPEG
n02701002/ILSVRC2012_val_00043593.JPEG,n02701002,ILSVRC2012_val_00043593.JPEG
n02701002/ILSVRC2012_val_00044559.JPEG,n02701002,ILSVRC2012_val_00044559.JPEG
n02701002/ILSVRC2012_val_00045969.JPEG,n02701002,ILSVRC2012_val_00045969.JPEG
n02701002/ILSVRC2012_val_00046706.JPEG,n02701002,ILSVRC2012_val_00046706.JPEG
n02701002/ILSVRC2012_val_00047635.JPEG,n02701002,ILSVRC2012_val_00047635.JPEG
n02701002/ILSVRC2012_val_00049302.JPEG,n02701002,ILSVRC2012_val_00049302.JPEG
n02701002/ILSVRC2012_val_00049889.JPEG,n02701002,ILSVRC2012_val_00049889.JPEG
n02704792/ILSVRC2012_val_00000998.JPEG,n02704792,ILSVRC2012_val_00000998.JPEG
n02704792/ILSVRC2012_val_00004017.JPEG,n02704792,ILSVRC2012_val_00004017.JPEG
n02704792/ILSVRC2012_val_00004142.JPEG,n02704792,ILSVRC2012_val_00004142.JPEG
n02704792/ILSVRC2012_val_00004205.JPEG,n02704792,ILSVRC2012_val_00004205.JPEG
n02704792/ILSVRC2012_val_00005458.JPEG,n02704792,ILSVRC2012_val_00005458.JPEG
n02704792/ILSVRC2012_val_00005964.JPEG,n02704792,ILSVRC2012_val_00005964.JPEG
n02704792/ILSVRC2012_val_00006872.JPEG,n02704792,ILSVRC2012_val_00006872.JPEG
n02704792/ILSVRC2012_val_00008360.JPEG,n02704792,ILSVRC2012_val_00008360.JPEG
n02704792/ILSVRC2012_val_00009179.JPEG,n02704792,ILSVRC2012_val_00009179.JPEG
n02704792/ILSVRC2012_val_00009215.JPEG,n02704792,ILSVRC2012_val_00009215.JPEG
n02704792/ILSVRC2012_val_00009681.JPEG,n02704792,ILSVRC2012_val_00009681.JPEG
n02704792/ILSVRC2012_val_00010301.JPEG,n02704792,ILSVRC2012_val_00010301.JPEG
n02704792/ILSVRC2012_val_00010359.JPEG,n02704792,ILSVRC2012_val_00010359.JPEG
n02704792/ILSVRC2012_val_00014597.JPEG,n02704792,ILSVRC2012_val_00014597.JPEG
n02704792/ILSVRC2012_val_00014723.JPEG,n02704792,ILSVRC2012_val_00014723.JPEG
n02704792/ILSVRC2012_val_00015346.JPEG,n02704792,ILSVRC2012_val_00015346.JPEG
n02704792/ILSVRC2012_val_00015399.JPEG,n02704792,ILSVRC2012_val_00015399.JPEG
n02704792/ILSVRC2012_val_00015507.JPEG,n02704792,ILSVRC2012_val_00015507.JPEG
n02704792/ILSVRC2012_val_00015806.JPEG,n02704792,ILSVRC2012_val_00015806.JPEG
n02704792/ILSVRC2012_val_00019300.JPEG,n02704792,ILSVRC2012_val_00019300.JPEG
n02704792/ILSVRC2012_val_00020042.JPEG,n02704792,ILSVRC2012_val_00020042.JPEG
n02704792/ILSVRC2012_val_00020487.JPEG,n02704792,ILSVRC2012_val_00020487.JPEG
n02704792/ILSVRC2012_val_00021040.JPEG,n02704792,ILSVRC2012_val_00021040.JPEG
n02704792/ILSVRC2012_val_00025756.JPEG,n02704792,ILSVRC2012_val_00025756.JPEG
n02704792/ILSVRC2012_val_00025880.JPEG,n02704792,ILSVRC2012_val_00025880.JPEG
n02704792/ILSVRC2012_val_00026031.JPEG,n02704792,ILSVRC2012_val_00026031.JPEG
n02704792/ILSVRC2012_val_00026280.JPEG,n02704792,ILSVRC2012_val_00026280.JPEG
n02704792/ILSVRC2012_val_00026677.JPEG,n02704792,ILSVRC2012_val_00026677.JPEG
n02704792/ILSVRC2012_val_00026950.JPEG,n02704792,ILSVRC2012_val_00026950.JPEG
n02704792/ILSVRC2012_val_00026975.JPEG,n02704792,ILSVRC2012_val_00026975.JPEG
n02704792/ILSVRC2012_val_00027071.JPEG,n02704792,ILSVRC2012_val_00027071.JPEG
n02704792/ILSVRC2012_val_00028979.JPEG,n02704792,ILSVRC2012_val_00028979.JPEG
n02704792/ILSVRC2012_val_00028986.JPEG,n02704792,ILSVRC2012_val_00028986.JPEG
n02704792/ILSVRC2012_val_00029741.JPEG,n02704792,ILSVRC2012_val_00029741.JPEG
n02704792/ILSVRC2012_val_00030917.JPEG,n02704792,ILSVRC2012_val_00030917.JPEG
n02704792/ILSVRC2012_val_00033079.JPEG,n02704792,ILSVRC2012_val_00033079.JPEG
n02704792/ILSVRC2012_val_00033286.JPEG,n02704792,ILSVRC2012_val_00033286.JPEG
n02704792/ILSVRC2012_val_00033902.JPEG,n02704792,ILSVRC2012_val_00033902.JPEG
n02704792/ILSVRC2012_val_00034843.JPEG,n02704792,ILSVRC2012_val_00034843.JPEG
n02704792/ILSVRC2012_val_00035644.JPEG,n02704792,ILSVRC2012_val_00035644.JPEG
n02704792/ILSVRC2012_val_00039175.JPEG,n02704792,ILSVRC2012_val_00039175.JPEG
n02704792/ILSVRC2012_val_00039218.JPEG,n02704792,ILSVRC2012_val_00039218.JPEG
n02704792/ILSVRC2012_val_00039906.JPEG,n02704792,ILSVRC2012_val_00039906.JPEG
n02704792/ILSVRC2012_val_00041201.JPEG,n02704792,ILSVRC2012_val_00041201.JPEG
n02704792/ILSVRC2012_val_00041899.JPEG,n02704792,ILSVRC2012_val_00041899.JPEG
n02704792/ILSVRC2012_val_00046542.JPEG,n02704792,ILSVRC2012_val_00046542.JPEG
n02704792/ILSVRC2012_val_00047440.JPEG,n02704792,ILSVRC2012_val_00047440.JPEG
n02704792/ILSVRC2012_val_00049430.JPEG,n02704792,ILSVRC2012_val_00049430.JPEG
n02704792/ILSVRC2012_val_00049628.JPEG,n02704792,ILSVRC2012_val_00049628.JPEG
n02704792/ILSVRC2012_val_00049843.JPEG,n02704792,ILSVRC2012_val_00049843.JPEG
n02814533/ILSVRC2012_val_00000175.JPEG,n02814533,ILSVRC2012_val_00000175.JPEG
n02814533/ILSVRC2012_val_00005774.JPEG,n02814533,ILSVRC2012_val_00005774.JPEG
n02814533/ILSVRC2012_val_00005978.JPEG,n02814533,ILSVRC2012_val_00005978.JPEG
n02814533/ILSVRC2012_val_00006084.JPEG,n02814533,ILSVRC2012_val_00006084.JPEG
n02814533/ILSVRC2012_val_00006220.JPEG,n02814533,ILSVRC2012_val_00006220.JPEG
n02814533/ILSVRC2012_val_00007786.JPEG,n02814533,ILSVRC2012_val_00007786.JPEG
n02814533/ILSVRC2012_val_00008088.JPEG,n02814533,ILSVRC2012_val_00008088.JPEG
n02814533/ILSVRC2012_val_00010252.JPEG,n02814533,ILSVRC2012_val_00010252.JPEG
n02814533/ILSVRC2012_val_00011630.JPEG,n02814533,ILSVRC2012_val_00011630.JPEG
n02814533/ILSVRC2012_val_00012600.JPEG,n02814533,ILSVRC2012_val_00012600.JPEG
n02814533/ILSVRC2012_val_00012809.JPEG,n02814533,ILSVRC2012_val_00012809.JPEG
n02814533/ILSVRC2012_val_00014447.JPEG,n02814533,ILSVRC2012_val_00014447.JPEG
n02814533/ILSVRC2012_val_00014541.JPEG,n02814533,ILSVRC2012_val_00014541.JPEG
n02814533/ILSVRC2012_val_00014732.JPEG,n02814533,ILSVRC2012_val_00014732.JPEG
n02814533/ILSVRC2012_val_00015200.JPEG,n02814533,ILSVRC2012_val_00015200.JPEG
n02814533/ILSVRC2012_val_00015651.JPEG,n02814533,ILSVRC2012_val_00015651.JPEG
n02814533/ILSVRC2012_val_00016314.JPEG,n02814533,ILSVRC2012_val_00016314.JPEG
n02814533/ILSVRC2012_val_00018138.JPEG,n02814533,ILSVRC2012_val_00018138.JPEG
n02814533/ILSVRC2012_val_00018335.JPEG,n02814533,ILSVRC2012_val_00018335.JPEG
n02814533/ILSVRC2012_val_00019478.JPEG,n02814533,ILSVRC2012_val_00019478.JPEG
n02814533/ILSVRC2012_val_00019695.JPEG,n02814533,ILSVRC2012_val_00019695.JPEG
n02814533/ILSVRC2012_val_00020038.JPEG,n02814533,ILSVRC2012_val_00020038.JPEG
n02814533/ILSVRC2012_val_00021487.JPEG,n02814533,ILSVRC2012_val_00021487.JPEG
n02814533/ILSVRC2012_val_00023221.JPEG,n02814533,ILSVRC2012_val_00023221.JPEG
n02814533/ILSVRC2012_val_00023474.JPEG,n02814533,ILSVRC2012_val_00023474.JPEG
n02814533/ILSVRC2012_val_00024318.JPEG,n02814533,ILSVRC2012_val_00024318.JPEG
n02814533/ILSVRC2012_val_00026029.JPEG,n02814533,ILSVRC2012_val_00026029.JPEG
n02814533/ILSVRC2012_val_00027049.JPEG,n02814533,ILSVRC2012_val_00027049.JPEG
n02814533/ILSVRC2012_val_00027081.JPEG,n02814533,ILSVRC2012_val_00027081.JPEG
n02814533/ILSVRC2012_val_00029057.JPEG,n02814533,ILSVRC2012_val_00029057.JPEG
n02814533/ILSVRC2012_val_00029094.JPEG,n02814533,ILSVRC2012_val_00029094.JPEG
n02814533/ILSVRC2012_val_00030834.JPEG,n02814533,ILSVRC2012_val_00030834.JPEG
n02814533/ILSVRC2012_val_00031464.JPEG,n02814533,ILSVRC2012_val_00031464.JPEG
n02814533/ILSVRC2012_val_00031765.JPEG,n02814533,ILSVRC2012_val_00031765.JPEG
n02814533/ILSVRC2012_val_00031828.JPEG,n02814533,ILSVRC2012_val_00031828.JPEG
n02814533/ILSVRC2012_val_00031953.JPEG,n02814533,ILSVRC2012_val_00031953.JPEG
n02814533/ILSVRC2012_val_00037112.JPEG,n02814533,ILSVRC2012_val_00037112.JPEG
n02814533/ILSVRC2012_val_00037160.JPEG,n02814533,ILSVRC2012_val_00037160.JPEG
n02814533/ILSVRC2012_val_00038055.JPEG,n02814533,ILSVRC2012_val_00038055.JPEG
n02814533/ILSVRC2012_val_00038392.JPEG,n02814533,ILSVRC2012_val_00038392.JPEG
n02814533/ILSVRC2012_val_00040706.JPEG,n02814533,ILSVRC2012_val_00040706.JPEG
n02814533/ILSVRC2012_val_00041353.JPEG,n02814533,ILSVRC2012_val_00041353.JPEG
n02814533/ILSVRC2012_val_00041913.JPEG,n02814533,ILSVRC2012_val_00041913.JPEG
n02814533/ILSVRC2012_val_00041979.JPEG,n02814533,ILSVRC2012_val_00041979.JPEG
n02814533/ILSVRC2012_val_00042416.JPEG,n02814533,ILSVRC2012_val_00042416.JPEG
n02814533/ILSVRC2012_val_00042597.JPEG,n02814533,ILSVRC2012_val_00042597.JPEG
n02814533/ILSVRC2012_val_00043122.JPEG,n02814533,ILSVRC2012_val_00043122.JPEG
n02814533/ILSVRC2012_val_00044894.JPEG,n02814533,ILSVRC2012_val_00044894.JPEG
n02814533/ILSVRC2012_val_00047473.JPEG,n02814533,ILSVRC2012_val_00047473.JPEG
n02814533/ILSVRC2012_val_00048556.JPEG,n02814533,ILSVRC2012_val_00048556.JPEG
n02835271/ILSVRC2012_val_00000953.JPEG,n02835271,ILSVRC2012_val_00000953.JPEG
n02835271/ILSVRC2012_val_00001012.JPEG,n02835271,ILSVRC2012_val_00001012.JPEG
n02835271/ILSVRC2012_val_00001243.JPEG,n02835271,ILSVRC2012_val_00001243.JPEG
n02835271/ILSVRC2012_val_00001311.JPEG,n02835271,ILSVRC2012_val_00001311.JPEG
n02835271/ILSVRC2012_val_00005274.JPEG,n02835271,ILSVRC2012_val_00005274.JPEG
n02835271/ILSVRC2012_val_00005650.JPEG,n02835271,ILSVRC2012_val_00005650.JPEG
n02835271/ILSVRC2012_val_00006395.JPEG,n02835271,ILSVRC2012_val_00006395.JPEG
n02835271/ILSVRC2012_val_00008007.JPEG,n02835271,ILSVRC2012_val_00008007.JPEG
n02835271/ILSVRC2012_val_00009228.JPEG,n02835271,ILSVRC2012_val_00009228.JPEG
n02835271/ILSVRC2012_val_00010544.JPEG,n02835271,ILSVRC2012_val_00010544.JPEG
n02835271/ILSVRC2012_val_00011821.JPEG,n02835271,ILSVRC2012_val_00011821.JPEG
n02835271/ILSVRC2012_val_00012325.JPEG,n02835271,ILSVRC2012_val_00012325.JPEG
n02835271/ILSVRC2012_val_00012667.JPEG,n02835271,ILSVRC2012_val_00012667.JPEG
n02835271/ILSVRC2012_val_00015483.JPEG,n02835271,ILSVRC2012_val_00015483.JPEG
n02835271/ILSVRC2012_val_00015618.JPEG,n02835271,ILSVRC2012_val_00015618.JPEG
n02835271/ILSVRC2012_val_00016532.JPEG,n02835271,ILSVRC2012_val_00016532.JPEG
n02835271/ILSVRC2012_val_00018042.JPEG,n02835271,ILSVRC2012_val_00018042.JPEG
n02835271/ILSVRC2012_val_00018975.JPEG,n02835271,ILSVRC2012_val_00018975.JPEG
n02835271/ILSVRC2012_val_00019390.JPEG,n02835271,ILSVRC2012_val_00019390.JPEG
n02835271/ILSVRC2012_val_00022027.JPEG,n02835271,ILSVRC2012_val_00022027.JPEG
n02835271/ILSVRC2012_val_00023131.JPEG,n02835271,ILSVRC2012_val_00023131.JPEG
n02835271/ILSVRC2012_val_00023266.JPEG,n02835271,ILSVRC2012_val_00023266.JPEG
n02835271/ILSVRC2012_val_00025534.JPEG,n02835271,ILSVRC2012_val_00025534.JPEG
n02835271/ILSVRC2012_val_00025915.JPEG,n02835271,ILSVRC2012_val_00025915.JPEG
n02835271/ILSVRC2012_val_00026250.JPEG,n02835271,ILSVRC2012_val_00026250.JPEG
n02835271/ILSVRC2012_val_00026292.JPEG,n02835271,ILSVRC2012_val_00026292.JPEG
n02835271/ILSVRC2012_val_00026795.JPEG,n02835271,ILSVRC2012_val_00026795.JPEG
n02835271/ILSVRC2012_val_00026900.JPEG,n02835271,ILSVRC2012_val_00026900.JPEG
n02835271/ILSVRC2012_val_00027159.JPEG,n02835271,ILSVRC2012_val_00027159.JPEG
n02835271/ILSVRC2012_val_00027620.JPEG,n02835271,ILSVRC2012_val_00027620.JPEG
n02835271/ILSVRC2012_val_00029848.JPEG,n02835271,ILSVRC2012_val_00029848.JPEG
n02835271/ILSVRC2012_val_00030070.JPEG,n02835271,ILSVRC2012_val_00030070.JPEG
n02835271/ILSVRC2012_val_00031498.JPEG,n02835271,ILSVRC2012_val_00031498.JPEG
n02835271/ILSVRC2012_val_00031631.JPEG,n02835271,ILSVRC2012_val_00031631.JPEG
n02835271/ILSVRC2012_val_00033559.JPEG,n02835271,ILSVRC2012_val_00033559.JPEG
n02835271/ILSVRC2012_val_00034037.JPEG,n02835271,ILSVRC2012_val_00034037.JPEG
n02835271/ILSVRC2012_val_00036009.JPEG,n02835271,ILSVRC2012_val_00036009.JPEG
n02835271/ILSVRC2012_val_00036903.JPEG,n02835271,ILSVRC2012_val_00036903.JPEG
n02835271/ILSVRC2012_val_00037292.JPEG,n02835271,ILSVRC2012_val_00037292.JPEG
n02835271/ILSVRC2012_val_00037433.JPEG,n02835271,ILSVRC2012_val_00037433.JPEG
n02835271/ILSVRC2012_val_00037658.JPEG,n02835271,ILSVRC2012_val_00037658.JPEG
n02835271/ILSVRC2012_val_00038409.JPEG,n02835271,ILSVRC2012_val_00038409.JPEG
n02835271/ILSVRC2012_val_00038415.JPEG,n02835271,ILSVRC2012_val_00038415.JPEG
n02835271/ILSVRC2012_val_00040027.JPEG,n02835271,ILSVRC2012_val_00040027.JPEG
n02835271/ILSVRC2012_val_00040248.JPEG,n02835271,ILSVRC2012_val_00040248.JPEG
n02835271/ILSVRC2012_val_00042496.JPEG,n02835271,ILSVRC2012_val_00042496.JPEG
n02835271/ILSVRC2012_val_00043435.JPEG,n02835271,ILSVRC2012_val_00043435.JPEG
n02835271/ILSVRC2012_val_00045400.JPEG,n02835271,ILSVRC2012_val_00045400.JPEG
n02835271/ILSVRC2012_val_00048885.JPEG,n02835271,ILSVRC2012_val_00048885.JPEG
n02835271/ILSVRC2012_val_00049382.JPEG,n02835271,ILSVRC2012_val_00049382.JPEG
n02917067/ILSVRC2012_val_00000562.JPEG,n02917067,ILSVRC2012_val_00000562.JPEG
n02917067/ILSVRC2012_val_00001805.JPEG,n02917067,ILSVRC2012_val_00001805.JPEG
n02917067/ILSVRC2012_val_00002410.JPEG,n02917067,ILSVRC2012_val_00002410.JPEG
n02917067/ILSVRC2012_val_00002700.JPEG,n02917067,ILSVRC2012_val_00002700.JPEG
n02917067/ILSVRC2012_val_00004203.JPEG,n02917067,ILSVRC2012_val_00004203.JPEG
n02917067/ILSVRC2012_val_00005622.JPEG,n02917067,ILSVRC2012_val_00005622.JPEG
n02917067/ILSVRC2012_val_00006822.JPEG,n02917067,ILSVRC2012_val_00006822.JPEG
n02917067/ILSVRC2012_val_00007839.JPEG,n02917067,ILSVRC2012_val_00007839.JPEG
n02917067/ILSVRC2012_val_00009056.JPEG,n02917067,ILSVRC2012_val_00009056.JPEG
n02917067/ILSVRC2012_val_00010671.JPEG,n02917067,ILSVRC2012_val_00010671.JPEG
n02917067/ILSVRC2012_val_00010691.JPEG,n02917067,ILSVRC2012_val_00010691.JPEG
n02917067/ILSVRC2012_val_00012443.JPEG,n02917067,ILSVRC2012_val_00012443.JPEG
n02917067/ILSVRC2012_val_00012612.JPEG,n02917067,ILSVRC2012_val_00012612.JPEG
n02917067/ILSVRC2012_val_00014818.JPEG,n02917067,ILSVRC2012_val_00014818.JPEG
n02917067/ILSVRC2012_val_00015394.JPEG,n02917067,ILSVRC2012_val_00015394.JPEG
n02917067/ILSVRC2012_val_00015398.JPEG,n02917067,ILSVRC2012_val_00015398.JPEG
n02917067/ILSVRC2012_val_00015417.JPEG,n02917067,ILSVRC2012_val_00015417.JPEG
n02917067/ILSVRC2012_val_00017843.JPEG,n02917067,ILSVRC2012_val_00017843.JPEG
n02917067/ILSVRC2012_val_00018038.JPEG,n02917067,ILSVRC2012_val_00018038.JPEG
n02917067/ILSVRC2012_val_00018144.JPEG,n02917067,ILSVRC2012_val_00018144.JPEG
n02917067/ILSVRC2012_val_00018715.JPEG,n02917067,ILSVRC2012_val_00018715.JPEG
n02917067/ILSVRC2012_val_00018923.JPEG,n02917067,ILSVRC2012_val_00018923.JPEG
n02917067/ILSVRC2012_val_00019277.JPEG,n02917067,ILSVRC2012_val_00019277.JPEG
n02917067/ILSVRC2012_val_00019567.JPEG,n02917067,ILSVRC2012_val_00019567.JPEG
n02917067/ILSVRC2012_val_00020919.JPEG,n02917067,ILSVRC2012_val_00020919.JPEG
n02917067/ILSVRC2012_val_00020972.JPEG,n02917067,ILSVRC2012_val_00020972.JPEG
n02917067/ILSVRC2012_val_00022610.JPEG,n02917067,ILSVRC2012_val_00022610.JPEG
n02917067/ILSVRC2012_val_00022891.JPEG,n02917067,ILSVRC2012_val_00022891.JPEG
n02917067/ILSVRC2012_val_00023503.JPEG,n02917067,ILSVRC2012_val_00023503.JPEG
n02917067/ILSVRC2012_val_00025128.JPEG,n02917067,ILSVRC2012_val_00025128.JPEG
n02917067/ILSVRC2012_val_00027036.JPEG,n02917067,ILSVRC2012_val_00027036.JPEG
n02917067/ILSVRC2012_val_00027463.JPEG,n02917067,ILSVRC2012_val_00027463.JPEG
n02917067/ILSVRC2012_val_00027783.JPEG,n02917067,ILSVRC2012_val_00027783.JPEG
n02917067/ILSVRC2012_val_00028597.JPEG,n02917067,ILSVRC2012_val_00028597.JPEG
n02917067/ILSVRC2012_val_00029080.JPEG,n02917067,ILSVRC2012_val_00029080.JPEG
n02917067/ILSVRC2012_val_00029707.JPEG,n02917067,ILSVRC2012_val_00029707.JPEG
n02917067/ILSVRC2012_val_00031216.JPEG,n02917067,ILSVRC2012_val_00031216.JPEG
n02917067/ILSVRC2012_val_00032751.JPEG,n02917067,ILSVRC2012_val_00032751.JPEG
n02917067/ILSVRC2012_val_00033558.JPEG,n02917067,ILSVRC2012_val_00033558.JPEG
n02917067/ILSVRC2012_val_00034240.JPEG,n02917067,ILSVRC2012_val_00034240.JPEG
n02917067/ILSVRC2012_val_00034936.JPEG,n02917067,ILSVRC2012_val_00034936.JPEG
n02917067/ILSVRC2012_val_00035453.JPEG,n02917067,ILSVRC2012_val_00035453.JPEG
n02917067/ILSVRC2012_val_00036325.JPEG,n02917067,ILSVRC2012_val_00036325.JPEG
n02917067/ILSVRC2012_val_00037319.JPEG,n02917067,ILSVRC2012_val_00037319.JPEG
n02917067/ILSVRC2012_val_00041806.JPEG,n02917067,ILSVRC2012_val_00041806.JPEG
n02917067/ILSVRC2012_val_00044802.JPEG,n02917067,ILSVRC2012_val_00044802.JPEG
n02917067/ILSVRC2012_val_00045233.JPEG,n02917067,ILSVRC2012_val_00045233.JPEG
n02917067/ILSVRC2012_val_00046242.JPEG,n02917067,ILSVRC2012_val_00046242.JPEG
n02917067/ILSVRC2012_val_00048010.JPEG,n02917067,ILSVRC2012_val_00048010.JPEG
n02917067/ILSVRC2012_val_00048506.JPEG,n02917067,ILSVRC2012_val_00048506.JPEG
n02930766/ILSVRC2012_val_00000056.JPEG,n02930766,ILSVRC2012_val_00000056.JPEG
n02930766/ILSVRC2012_val_00000431.JPEG,n02930766,ILSVRC2012_val_00000431.JPEG
n02930766/ILSVRC2012_val_00000432.JPEG,n02930766,ILSVRC2012_val_00000432.JPEG
n02930766/ILSVRC2012_val_00000720.JPEG,n02930766,ILSVRC2012_val_00000720.JPEG
n02930766/ILSVRC2012_val_00001093.JPEG,n02930766,ILSVRC2012_val_00001093.JPEG
n02930766/ILSVRC2012_val_00003112.JPEG,n02930766,ILSVRC2012_val_00003112.JPEG
n02930766/ILSVRC2012_val_00003886.JPEG,n02930766,ILSVRC2012_val_00003886.JPEG
n02930766/ILSVRC2012_val_00004197.JPEG,n02930766,ILSVRC2012_val_00004197.JPEG
n02930766/ILSVRC2012_val_00005877.JPEG,n02930766,ILSVRC2012_val_00005877.JPEG
n02930766/ILSVRC2012_val_00006258.JPEG,n02930766,ILSVRC2012_val_00006258.JPEG
n02930766/ILSVRC2012_val_00010637.JPEG,n02930766,ILSVRC2012_val_00010637.JPEG
n02930766/ILSVRC2012_val_00012182.JPEG,n02930766,ILSVRC2012_val_00012182.JPEG
n02930766/ILSVRC2012_val_00012583.JPEG,n02930766,ILSVRC2012_val_00012583.JPEG
n02930766/ILSVRC2012_val_00016645.JPEG,n02930766,ILSVRC2012_val_00016645.JPEG
n02930766/ILSVRC2012_val_00017822.JPEG,n02930766,ILSVRC2012_val_00017822.JPEG
n02930766/ILSVRC2012_val_00018246.JPEG,n02930766,ILSVRC2012_val_00018246.JPEG
n02930766/ILSVRC2012_val_00018744.JPEG,n02930766,ILSVRC2012_val_00018744.JPEG
n02930766/ILSVRC2012_val_00019725.JPEG,n02930766,ILSVRC2012_val_00019725.JPEG
n02930766/ILSVRC2012_val_00020002.JPEG,n02930766,ILSVRC2012_val_00020002.JPEG
n02930766/ILSVRC2012_val_00021301.JPEG,n02930766,ILSVRC2012_val_00021301.JPEG
n02930766/ILSVRC2012_val_00021716.JPEG,n02930766,ILSVRC2012_val_00021716.JPEG
n02930766/ILSVRC2012_val_00021775.JPEG,n02930766,ILSVRC2012_val_00021775.JPEG
n02930766/ILSVRC2012_val_00023507.JPEG,n02930766,ILSVRC2012_val_00023507.JPEG
n02930766/ILSVRC2012_val_00024931.JPEG,n02930766,ILSVRC2012_val_00024931.JPEG
n02930766/ILSVRC2012_val_00025244.JPEG,n02930766,ILSVRC2012_val_00025244.JPEG
n02930766/ILSVRC2012_val_00025657.JPEG,n02930766,ILSVRC2012_val_00025657.JPEG
n02930766/ILSVRC2012_val_00026577.JPEG,n02930766,ILSVRC2012_val_00026577.JPEG
n02930766/ILSVRC2012_val_00026694.JPEG,n02930766,ILSVRC2012_val_00026694.JPEG
n02930766/ILSVRC2012_val_00026747.JPEG,n02930766,ILSVRC2012_val_00026747.JPEG
